Table with column headers in rows 3 and 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2024 Poverty and Median Household Income Estimates - Counties, States, and National
Source: U.S. Census Bureau, Small Area Income and Poverty Estimates (SAIPE) Program January 2026, Project No. P-7502872 / Approval CBDRB-FY25-0429.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geographic Information,,,,All Ages,,,,,,Age 0-17,,,,,,Age 5-17 in Families,,,,,,Median Household Income,,,Age 0-4,,,,,
State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Estimate, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 0-17",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 0-17",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 0-4",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 0-4",90% CI Lower Bound,90% CI Upper Bound
18,153,IN,Sullivan County,"2,635","2,053","3,217",14.2,11.1,17.3,625,444,806,17.0,12.1,21.9,421,278,564,15.7,10.4,21.0,"61,119","57,530","64,708",.,.,.,.,.,.
18,155,IN,Switzerland County,"1,405","1,083","1,727",14.3,11.0,17.6,517,360,674,22.6,15.8,29.4,349,218,480,20.4,12.8,28.0,"63,858","56,795","70,921",.,.,.,.,.,.
18,157,IN,Tippecanoe County,"29,475","26,522","32,428",16.8,15.1,18.5,"4,777","3,641","5,913",12.8,9.8,15.8,"2,926","2,083","3,769",10.6,7.5,13.7,"68,036","63,621","72,451",.,.,.,.,.,.
18,159,IN,Tipton County,"1,178",898,"1,458",7.8,5.9,9.7,270,179,361,8.9,5.9,11.9,193,119,267,8.6,5.3,11.9,"72,684","64,930","80,438",.,.,.,.,.,.
18,161,IN,Union County,775,598,952,11.3,8.7,13.9,217,150,284,15.8,11.0,20.6,154,100,208,14.5,9.4,19.6,"67,286","59,343","75,229",.,.,.,.,.,.
18,163,IN,Vanderburgh County,"22,289","19,058","25,520",12.8,10.9,14.7,"6,343","4,760","7,926",16.7,12.5,20.9,"4,343","3,124","5,562",15.7,11.3,20.1,"63,717","58,900","68,534",.,.,.,.,.,.
18,165,IN,Vermillion County,"2,035","1,627","2,443",13.3,10.6,16.0,552,402,702,17.1,12.5,21.7,385,264,506,15.7,10.8,20.6,"60,160","53,791","66,529",.,.,.,.,.,.
18,167,IN,Vigo County,"17,767","15,220","20,314",18.3,15.7,20.9,"4,304","3,221","5,387",20.4,15.3,25.5,"2,810","1,916","3,704",18.1,12.3,23.9,"57,173","52,964","61,382",.,.,.,.,.,.
18,169,IN,Wabash County,"3,168","2,492","3,844",10.7,8.4,13.0,752,512,992,12.2,8.3,16.1,526,330,722,11.6,7.3,15.9,"68,224","61,971","74,477",.,.,.,.,.,.
18,171,IN,Warren County,701,534,868,8.4,6.4,10.4,212,151,273,12.3,8.8,15.8,148,100,196,10.8,7.3,14.3,"81,984","73,802","90,166",.,.,.,.,.,.
18,173,IN,Warrick County,"4,289","3,395","5,183",6.6,5.2,8.0,"1,079",747,"1,411",7.3,5.1,9.5,758,489,"1,027",6.7,4.3,9.1,"82,097","75,316","88,878",.,.,.,.,.,.
18,175,IN,Washington County,"4,128","3,372","4,884",14.8,12.1,17.5,"1,367","1,021","1,713",22.1,16.5,27.7,966,679,"1,253",21.1,14.8,27.4,"66,805","60,304","73,306",.,.,.,.,.,.
18,177,IN,Wayne County,"11,758","10,091","13,425",18.3,15.7,20.9,"3,758","3,049","4,467",25.8,20.9,30.7,"2,773","2,198","3,348",26.0,20.6,31.4,"53,395","49,241","57,549",.,.,.,.,.,.
18,179,IN,Wells County,"2,250","1,711","2,789",8.0,6.1,9.9,715,485,945,10.3,7.0,13.6,501,311,691,9.8,6.1,13.5,"76,864","70,998","82,730",.,.,.,.,.,.
18,181,IN,White County,"2,966","2,472","3,460",12.1,10.1,14.1,867,646,"1,088",15.6,11.6,19.6,612,426,798,14.7,10.2,19.2,"68,828","61,791","75,865",.,.,.,.,.,.
18,183,IN,Whitley County,"2,827","2,305","3,349",8.2,6.7,9.7,848,668,"1,028",11.0,8.7,13.3,586,444,728,10.1,7.7,12.5,"78,506","72,053","84,959",.,.,.,.,.,.
19,000,IA,Iowa,"352,136","341,809","362,463",11.2,10.9,11.5,"94,285","88,047","100,523",13.1,12.2,14.0,"66,012","60,304","71,720",12.3,11.2,13.4,"75,623","74,630","76,616","25,586","23,040","28,132",14.1,12.7,15.5
19,001,IA,Adair County,738,576,900,10.2,8.0,12.4,229,156,302,13.7,9.3,18.1,157,98,216,12.8,8.0,17.6,"73,642","66,254","81,030",.,.,.,.,.,.
19,003,IA,Adams County,431,341,521,12.1,9.6,14.6,117,82,152,14.9,10.5,19.3,85,57,113,14.8,9.9,19.7,"64,213","56,643","71,783",.,.,.,.,.,.
19,005,IA,Allamakee County,"1,461","1,125","1,797",10.5,8.1,12.9,563,386,740,16.5,11.3,21.7,407,256,558,16.7,10.5,22.9,"71,728","65,601","77,855",.,.,.,.,.,.
19,007,IA,Appanoose County,"1,870","1,500","2,240",15.8,12.7,18.9,503,354,652,19.5,13.7,25.3,342,218,466,17.5,11.2,23.8,"57,459","51,481","63,437",.,.,.,.,.,.
19,009,IA,Audubon County,599,472,726,11.0,8.7,13.3,176,121,231,14.9,10.2,19.6,122,78,166,14.4,9.2,19.6,"68,732","61,198","76,266",.,.,.,.,.,.
19,011,IA,Benton County,"1,840","1,420","2,260",7.2,5.5,8.9,462,317,607,8.1,5.5,10.7,320,203,437,7.3,4.6,10.0,"85,848","78,696","93,000",.,.,.,.,.,.
19,013,IA,Black Hawk County,"18,168","15,765","20,571",14.2,12.3,16.1,"4,787","3,641","5,933",16.7,12.7,20.7,"3,035","2,133","3,937",14.7,10.3,19.1,"70,553","66,486","74,620",.,.,.,.,.,.
19,015,IA,Boone County,"2,136","1,670","2,602",8.2,6.4,10.0,497,358,636,9.6,6.9,12.3,335,225,445,8.7,5.8,11.6,"80,986","72,846","89,126",.,.,.,.,.,.
19,017,IA,Bremer County,"1,718","1,375","2,061",7.2,5.8,8.6,335,233,437,6.1,4.2,8.0,238,154,322,5.6,3.6,7.6,"83,565","76,445","90,685",.,.,.,.,.,.
19,019,IA,Buchanan County,"2,169","1,723","2,615",10.5,8.3,12.7,791,590,992,15.6,11.6,19.6,588,427,749,15.7,11.4,20.0,"81,191","78,849","83,533",.,.,.,.,.,.
19,021,IA,Buena Vista County,"2,142","1,651","2,633",10.7,8.2,13.2,708,496,920,13.3,9.3,17.3,484,317,651,12.4,8.1,16.7,"77,083","70,305","83,861",.,.,.,.,.,.
19,023,IA,Butler County,"1,224",955,"1,493",8.8,6.9,10.7,299,206,392,9.8,6.8,12.8,213,140,286,9.4,6.2,12.6,"77,322","70,983","83,661",.,.,.,.,.,.
19,025,IA,Calhoun County,"1,204",993,"1,415",13.3,11.0,15.6,290,203,377,13.9,9.8,18.0,207,136,278,12.8,8.4,17.2,"62,385","56,106","68,664",.,.,.,.,.,.
19,027,IA,Carroll County,"1,609","1,263","1,955",8.0,6.3,9.7,401,276,526,8.2,5.6,10.8,290,189,391,7.9,5.1,10.7,"81,338","74,861","87,815",.,.,.,.,.,.
19,029,IA,Cass County,"1,481","1,162","1,800",11.6,9.1,14.1,445,303,587,15.3,10.4,20.2,304,188,420,13.7,8.5,18.9,"63,671","58,062","69,280",.,.,.,.,.,.
19,031,IA,Cedar County,"1,419","1,142","1,696",7.9,6.4,9.4,317,234,400,8.6,6.4,10.8,228,161,295,8.1,5.7,10.5,"84,970","76,689","93,251",.,.,.,.,.,.
19,033,IA,Cerro Gordo County,"4,336","3,432","5,240",10.4,8.2,12.6,"1,110",747,"1,473",12.9,8.7,17.1,790,499,"1,081",12.2,7.7,16.7,"73,937","67,214","80,660",.,.,.,.,.,.
19,035,IA,Cherokee County,"1,179",935,"1,423",10.4,8.3,12.5,345,241,449,13.0,9.1,16.9,241,157,325,12.0,7.9,16.1,"82,715","74,485","90,945",.,.,.,.,.,.
19,037,IA,Chickasaw County,"1,060",820,"1,300",9.2,7.1,11.3,257,177,337,9.7,6.7,12.7,181,117,245,9.2,5.9,12.5,"82,840","74,358","91,322",.,.,.,.,.,.
19,039,IA,Clarke County,"1,020",788,"1,252",10.9,8.4,13.4,384,266,502,16.0,11.1,20.9,275,179,371,15.7,10.2,21.2,"68,642","60,620","76,664",.,.,.,.,.,.
19,041,IA,Clay County,"1,837","1,497","2,177",11.3,9.2,13.4,515,387,643,14.2,10.7,17.7,313,214,412,11.5,7.9,15.1,"61,530","54,948","68,112",.,.,.,.,.,.
19,043,IA,Clayton County,"1,616","1,259","1,973",9.7,7.6,11.8,421,295,547,11.8,8.3,15.3,293,194,392,11.0,7.3,14.7,"77,983","73,004","82,962",.,.,.,.,.,.
19,045,IA,Clinton County,"5,893","4,890","6,896",13.0,10.8,15.2,"1,777","1,305","2,249",17.2,12.6,21.8,"1,219",853,"1,585",15.8,11.0,20.6,"70,546","63,477","77,615",.,.,.,.,.,.
19,047,IA,Crawford County,"1,880","1,528","2,232",11.7,9.5,13.9,560,388,732,13.4,9.3,17.5,390,248,532,13.3,8.5,18.1,"70,773","63,817","77,729",.,.,.,.,.,.
19,049,IA,Dallas County,"5,990","4,959","7,021",5.2,4.3,6.1,"1,621","1,189","2,053",5.5,4.0,7.0,"1,160",817,"1,503",5.2,3.7,6.7,"99,683","93,564","105,802",.,.,.,.,.,.
19,051,IA,Davis County,945,703,"1,187",10.4,7.7,13.1,422,290,554,15.8,10.8,20.8,309,198,420,15.8,10.1,21.5,"70,676","62,758","78,594",.,.,.,.,.,.
19,053,IA,Decatur County,"1,272",999,"1,545",18.1,14.2,22.0,426,317,535,25.7,19.1,32.3,325,235,415,25.3,18.3,32.3,"56,186","50,125","62,247",.,.,.,.,.,.
19,055,IA,Delaware County,"1,472","1,129","1,815",8.5,6.5,10.5,376,255,497,9.5,6.4,12.6,263,163,363,9.1,5.7,12.5,"79,407","71,519","87,295",.,.,.,.,.,.
19,057,IA,Des Moines County,"5,291","4,309","6,273",14.0,11.4,16.6,"1,651","1,188","2,114",20.1,14.5,25.7,"1,259",898,"1,620",20.5,14.6,26.4,"65,796","59,313","72,279",.,.,.,.,.,.
19,059,IA,Dickinson County,"1,449","1,150","1,748",8.1,6.4,9.8,298,212,384,8.9,6.3,11.5,209,143,275,8.2,5.6,10.8,"86,022","77,646","94,398",.,.,.,.,.,.
19,061,IA,Dubuque County,"10,517","9,051","11,983",11.0,9.5,12.5,"2,749","2,176","3,322",12.7,10.1,15.3,"1,894","1,436","2,352",11.7,8.9,14.5,"80,355","76,266","84,444",.,.,.,.,.,.
19,063,IA,Emmet County,"1,038",831,"1,245",11.9,9.5,14.3,235,165,305,13.5,9.5,17.5,177,119,235,14.3,9.6,19.0,"64,393","57,024","71,762",.,.,.,.,.,.
19,065,IA,Fayette County,"2,362","1,874","2,850",12.9,10.2,15.6,627,442,812,15.8,11.1,20.5,465,316,614,15.9,10.8,21.0,"63,625","56,913","70,337",.,.,.,.,.,.
19,067,IA,Floyd County,"1,676","1,341","2,011",11.3,9.0,13.6,486,339,633,14.4,10.0,18.8,321,198,444,12.6,7.8,17.4,"71,848","64,362","79,334",.,.,.,.,.,.
19,069,IA,Franklin County,"1,103",857,"1,349",11.2,8.7,13.7,419,297,541,17.4,12.3,22.5,319,217,421,17.8,12.1,23.5,"71,711","63,378","80,044",.,.,.,.,.,.
19,071,IA,Fremont County,652,502,802,10.2,7.9,12.5,177,120,234,12.8,8.7,16.9,127,80,174,12.2,7.7,16.7,"70,478","63,003","77,953",.,.,.,.,.,.
19,073,IA,Greene County,966,755,"1,177",11.3,8.8,13.8,302,209,395,16.0,11.1,20.9,204,130,278,13.9,8.8,19.0,"69,469","62,663","76,275",.,.,.,.,.,.
19,075,IA,Grundy County,755,586,924,6.2,4.8,7.6,183,125,241,6.4,4.4,8.4,135,86,184,6.2,4.0,8.4,"84,203","75,333","93,073",.,.,.,.,.,.
19,077,IA,Guthrie County,939,721,"1,157",8.8,6.8,10.8,250,172,328,11.3,7.8,14.8,178,112,244,10.5,6.6,14.4,"75,047","68,329","81,765",.,.,.,.,.,.
19,079,IA,Hamilton County,"1,213",918,"1,508",8.3,6.3,10.3,375,248,502,10.9,7.2,14.6,253,148,358,10.0,5.9,14.1,"76,054","67,599","84,509",.,.,.,.,.,.
19,081,IA,Hancock County,982,784,"1,180",9.4,7.5,11.3,252,179,325,11.1,7.9,14.3,168,109,227,10.1,6.5,13.7,"67,667","61,323","74,011",.,.,.,.,.,.
19,083,IA,Hardin County,"1,972","1,616","2,328",12.5,10.2,14.8,458,344,572,15.7,11.8,19.6,320,229,411,14.6,10.5,18.7,"72,381","64,668","80,094",.,.,.,.,.,.
19,085,IA,Harrison County,"1,091",797,"1,385",7.6,5.6,9.6,374,254,494,11.3,7.7,14.9,263,166,360,10.6,6.7,14.5,"84,402","78,602","90,202",.,.,.,.,.,.
19,087,IA,Henry County,"2,311","1,845","2,777",12.9,10.3,15.5,631,450,812,15.9,11.3,20.5,464,318,610,15.6,10.7,20.5,"69,313","61,509","77,117",.,.,.,.,.,.
19,089,IA,Howard County,894,682,"1,106",9.7,7.4,12.0,291,200,382,12.8,8.8,16.8,210,135,285,12.3,7.9,16.7,"71,163","64,371","77,955",.,.,.,.,.,.
19,091,IA,Humboldt County,"1,071",872,"1,270",11.2,9.1,13.3,460,391,529,20.5,17.4,23.6,313,260,366,19.1,15.9,22.3,"75,434","66,532","84,336",.,.,.,.,.,.
19,093,IA,Ida County,703,548,858,10.6,8.3,12.9,219,155,283,13.4,9.5,17.3,159,106,212,12.8,8.5,17.1,"72,456","64,631","80,281",.,.,.,.,.,.
19,095,IA,Iowa County,"1,155",907,"1,403",7.1,5.6,8.6,292,209,375,7.7,5.5,9.9,199,132,266,7.0,4.6,9.4,"78,465","70,357","86,573",.,.,.,.,.,.
19,097,IA,Jackson County,"2,112","1,639","2,585",11.0,8.5,13.5,622,439,805,14.9,10.5,19.3,436,287,585,14.0,9.2,18.8,"71,135","63,808","78,462",.,.,.,.,.,.
19,099,IA,Jasper County,"3,367","2,673","4,061",9.3,7.4,11.2,846,587,"1,105",10.3,7.1,13.5,586,374,798,9.4,6.0,12.8,"74,790","67,524","82,056",.,.,.,.,.,.
19,101,IA,Jefferson County,"2,095","1,618","2,572",14.0,10.8,17.2,481,329,633,19.0,13.0,25.0,341,218,464,18.2,11.6,24.8,"63,788","56,775","70,801",.,.,.,.,.,.
19,103,IA,Johnson County,"26,600","24,520","28,680",17.7,16.3,19.1,"3,446","2,612","4,280",11.5,8.7,14.3,"2,302","1,636","2,968",10.5,7.5,13.5,"77,124","71,742","82,506",.,.,.,.,.,.
19,105,IA,Jones County,"2,362","1,953","2,771",12.0,9.9,14.1,496,360,632,12.0,8.7,15.3,362,254,470,11.6,8.1,15.1,"76,093","69,637","82,549",.,.,.,.,.,.
19,107,IA,Keokuk County,"1,120",884,"1,356",11.5,9.1,13.9,294,196,392,13.6,9.1,18.1,202,124,280,12.3,7.5,17.1,"56,316","51,425","61,207",.,.,.,.,.,.
19,109,IA,Kossuth County,"1,252",939,"1,565",8.9,6.7,11.1,330,222,438,10.6,7.1,14.1,236,149,323,10.3,6.5,14.1,"73,860","67,575","80,145",.,.,.,.,.,.
19,111,IA,Lee County,"4,268","3,464","5,072",13.7,11.1,16.3,"1,192",831,"1,553",17.6,12.3,22.9,885,598,"1,172",17.4,11.7,23.1,"63,479","56,660","70,298",.,.,.,.,.,.
19,113,IA,Linn County,"21,733","18,589","24,877",9.6,8.2,11.0,"6,005","4,590","7,420",11.9,9.1,14.7,"4,258","3,158","5,358",11.5,8.5,14.5,"75,639","72,428","78,850",.,.,.,.,.,.
19,115,IA,Louisa County,995,745,"1,245",9.5,7.1,11.9,290,196,384,13.1,8.9,17.3,208,131,285,12.6,7.9,17.3,"72,753","65,981","79,525",.,.,.,.,.,.
19,117,IA,Lucas County,"1,245",973,"1,517",14.3,11.2,17.4,466,319,613,22.5,15.4,29.6,335,212,458,21.8,13.8,29.8,"61,457","54,949","67,965",.,.,.,.,.,.
19,119,IA,Lyon County,895,694,"1,096",7.3,5.7,8.9,269,184,354,8.1,5.5,10.7,200,128,272,7.8,5.0,10.6,"85,185","75,772","94,598",.,.,.,.,.,.
19,121,IA,Madison County,"1,087",818,"1,356",6.4,4.8,8.0,266,175,357,6.4,4.2,8.6,191,116,266,6.1,3.7,8.5,"90,539","81,032","100,046",.,.,.,.,.,.
19,123,IA,Mahaska County,"2,462","1,989","2,935",11.6,9.4,13.8,634,468,800,12.7,9.4,16.0,450,316,584,11.9,8.3,15.5,"72,199","64,727","79,671",.,.,.,.,.,.
19,125,IA,Marion County,"3,195","2,658","3,732",9.8,8.2,11.4,736,551,921,9.6,7.2,12.0,499,344,654,8.5,5.9,11.1,"81,672","72,836","90,508",.,.,.,.,.,.
19,127,IA,Marshall County,"4,871","3,956","5,786",12.4,10.1,14.7,"1,591","1,151","2,031",15.9,11.5,20.3,"1,176",828,"1,524",15.5,10.9,20.1,"68,660","62,589","74,731",.,.,.,.,.,.
19,129,IA,Mills County,"1,439","1,184","1,694",9.8,8.1,11.5,363,267,459,11.1,8.2,14.0,239,162,316,9.4,6.4,12.4,"88,809","78,892","98,726",.,.,.,.,.,.
19,131,IA,Mitchell County,"1,082",846,"1,318",10.4,8.1,12.7,366,267,465,14.7,10.7,18.7,262,182,342,14.1,9.8,18.4,"84,344","76,285","92,403",.,.,.,.,.,.
19,133,IA,Monona County,913,703,"1,123",11.1,8.6,13.6,251,170,332,14.1,9.5,18.7,179,113,245,13.6,8.6,18.6,"68,168","61,144","75,192",.,.,.,.,.,.
19,135,IA,Monroe County,823,657,989,11.3,9.0,13.6,249,182,316,15.0,11.0,19.0,195,142,248,15.8,11.5,20.1,"69,366","61,460","77,272",.,.,.,.,.,.
19,137,IA,Montgomery County,"1,440","1,186","1,694",14.6,12.0,17.2,413,308,518,18.9,14.1,23.7,300,215,385,18.2,13.0,23.4,"63,117","55,765","70,469",.,.,.,.,.,.
19,139,IA,Muscatine County,"5,484","4,592","6,376",13.3,11.1,15.5,"1,716","1,341","2,091",17.9,14.0,21.8,"1,237",951,"1,523",17.1,13.2,21.0,"71,330","64,361","78,299",.,.,.,.,.,.
19,141,IA,O'Brien County,"1,298","1,016","1,580",9.3,7.3,11.3,389,275,503,11.3,8.0,14.6,271,178,364,10.7,7.0,14.4,"69,967","63,303","76,631",.,.,.,.,.,.
19,143,IA,Osceola County,657,535,779,11.1,9.1,13.1,182,131,233,14.1,10.2,18.0,131,87,175,13.4,8.9,17.9,"73,397","65,012","81,782",.,.,.,.,.,.
19,145,IA,Page County,"1,991","1,571","2,411",14.5,11.4,17.6,475,338,612,18.5,13.2,23.8,333,230,436,17.2,11.9,22.5,"64,193","57,015","71,371",.,.,.,.,.,.
19,147,IA,Palo Alto County,"1,001",796,"1,206",11.8,9.4,14.2,264,185,343,13.4,9.4,17.4,191,127,255,13.3,8.8,17.8,"67,377","59,840","74,914",.,.,.,.,.,.
19,149,IA,Plymouth County,"1,934","1,518","2,350",7.6,6.0,9.2,568,397,739,9.1,6.4,11.8,396,260,532,8.4,5.5,11.3,"88,903","82,016","95,790",.,.,.,.,.,.
19,151,IA,Pocahontas County,753,575,931,11.0,8.4,13.6,269,181,357,16.9,11.4,22.4,201,129,273,17.2,11.0,23.4,"67,268","60,099","74,437",.,.,.,.,.,.
19,153,IA,Polk County,"51,945","46,833","57,057",10.2,9.2,11.2,"16,182","13,835","18,529",13.3,11.4,15.2,"11,586","9,734","13,438",12.9,10.8,15.0,"82,960","79,451","86,469",.,.,.,.,.,.
19,155,IA,Pottawattamie County,"12,747","11,015","14,479",13.9,12.0,15.8,"3,589","2,885","4,293",17.5,14.1,20.9,"2,616","2,055","3,177",16.8,13.2,20.4,"73,799","68,818","78,780",.,.,.,.,.,.
19,157,IA,Poweshiek County,"1,984","1,609","2,359",11.8,9.6,14.0,440,329,551,12.5,9.3,15.7,261,162,360,9.8,6.1,13.5,"72,929","66,055","79,803",.,.,.,.,.,.
19,159,IA,Ringgold County,597,463,731,13.3,10.3,16.3,207,140,274,20.4,13.8,27.0,147,92,202,19.0,11.9,26.1,"62,608","55,664","69,552",.,.,.,.,.,.
19,161,IA,Sac County,"1,081",860,"1,302",11.5,9.1,13.9,316,226,406,14.9,10.7,19.1,227,157,297,14.3,9.9,18.7,"73,294","65,347","81,241",.,.,.,.,.,.
19,163,IA,Scott County,"20,217","17,152","23,282",11.7,9.9,13.5,"5,455","4,189","6,721",14.0,10.8,17.2,"3,722","2,692","4,752",12.7,9.2,16.2,"78,991","73,462","84,520",.,.,.,.,.,.
19,165,IA,Shelby County,949,730,"1,168",8.2,6.3,10.1,273,186,360,10.3,7.0,13.6,192,121,263,9.4,5.9,12.9,"78,108","69,383","86,833",.,.,.,.,.,.
19,167,IA,Sioux County,"2,481","1,931","3,031",7.3,5.7,8.9,688,485,891,7.1,5.0,9.2,459,296,622,6.4,4.1,8.7,"81,746","75,892","87,600",.,.,.,.,.,.
19,169,IA,Story County,"14,234","12,648","15,820",15.9,14.1,17.7,"1,652","1,295","2,009",10.2,8.0,12.4,"1,171",902,"1,440",9.8,7.6,12.0,"69,868","64,793","74,943",.,.,.,.,.,.
19,171,IA,Tama County,"1,904","1,536","2,272",11.6,9.4,13.8,569,404,734,14.9,10.6,19.2,409,279,539,14.1,9.6,18.6,"73,493","69,069","77,917",.,.,.,.,.,.
19,173,IA,Taylor County,715,552,878,12.4,9.6,15.2,193,134,252,14.7,10.2,19.2,140,92,188,14.1,9.2,19.0,"63,373","57,249","69,497",.,.,.,.,.,.
19,175,IA,Union County,"1,564","1,249","1,879",13.4,10.7,16.1,422,291,553,16.5,11.4,21.6,299,190,408,15.3,9.7,20.9,"63,997","59,293","68,701",.,.,.,.,.,.
19,177,IA,Van Buren County,"1,200",993,"1,407",16.8,13.9,19.7,345,239,451,20.3,14.0,26.6,251,164,338,20.5,13.4,27.6,"60,881","53,718","68,044",.,.,.,.,.,.
19,179,IA,Wapello County,"5,404","4,506","6,302",15.6,13.0,18.2,"1,728","1,329","2,127",21.4,16.5,26.3,"1,143",825,"1,461",19.6,14.2,25.0,"67,370","64,306","70,434",.,.,.,.,.,.
19,181,IA,Warren County,"3,595","2,948","4,242",6.6,5.4,7.8,801,559,"1,043",6.0,4.2,7.8,540,352,728,5.3,3.5,7.1,"101,640","92,699","110,581",.,.,.,.,.,.
19,183,IA,Washington County,"2,004","1,592","2,416",9.0,7.1,10.9,632,433,831,11.6,7.9,15.3,413,249,577,10.2,6.1,14.3,"77,916","72,894","82,938",.,.,.,.,.,.
19,185,IA,Wayne County,843,640,"1,046",12.9,9.8,16.0,349,234,464,20.7,13.9,27.5,264,166,362,21.6,13.6,29.6,"62,202","55,483","68,921",.,.,.,.,.,.
19,187,IA,Webster County,"4,454","3,577","5,331",13.1,10.5,15.7,"1,108",734,"1,482",14.3,9.5,19.1,784,478,"1,090",13.9,8.5,19.3,"66,298","59,146","73,450",.,.,.,.,.,.
19,189,IA,Winnebago County,"1,020",788,"1,252",10.4,8.0,12.8,293,201,385,13.4,9.2,17.6,206,129,283,12.0,7.5,16.5,"71,443","63,939","78,947",.,.,.,.,.,.
19,191,IA,Winneshiek County,"1,629","1,265","1,993",8.9,6.9,10.9,288,197,379,7.9,5.4,10.4,204,130,278,7.6,4.9,10.3,"79,996","72,636","87,356",.,.,.,.,.,.
19,193,IA,Woodbury County,"14,179","11,935","16,423",13.6,11.5,15.7,"4,730","3,636","5,824",17.6,13.5,21.7,"3,110","2,230","3,990",15.7,11.3,20.1,"76,974","72,906","81,042",.,.,.,.,.,.
19,195,IA,Worth County,721,564,878,10.0,7.8,12.2,189,135,243,12.4,8.8,16.0,139,95,183,12.3,8.4,16.2,"74,047","66,081","82,013",.,.,.,.,.,.
19,197,IA,Wright County,"1,351","1,063","1,639",10.8,8.5,13.1,505,353,657,15.6,10.9,20.3,376,241,511,15.7,10.1,21.3,"69,241","61,237","77,245",.,.,.,.,.,.
20,000,KS,Kansas,"313,926","302,418","325,434",10.9,10.5,11.3,"87,209","80,610","93,808",12.8,11.8,13.8,"59,937","53,941","65,933",11.8,10.6,13.0,"75,402","74,428","76,376","24,738","22,087","27,389",14.6,13.0,16.2
20,001,KS,Allen County,"1,746","1,308","2,184",14.6,10.9,18.3,536,348,724,19.8,12.9,26.7,364,217,511,18.4,11.0,25.8,"59,080","52,279","65,881",.,.,.,.,.,.
20,003,KS,Anderson County,945,709,"1,181",12.1,9.1,15.1,323,214,432,16.6,11.0,22.2,215,126,304,14.7,8.6,20.8,"66,145","58,780","73,510",.,.,.,.,.,.
20,005,KS,Atchison County,"2,020","1,561","2,479",13.9,10.7,17.1,521,354,688,15.2,10.3,20.1,360,224,496,14.1,8.8,19.4,"65,578","59,934","71,222",.,.,.,.,.,.
20,007,KS,Barber County,401,289,513,10.0,7.2,12.8,132,86,178,14.6,9.5,19.7,93,56,130,13.8,8.3,19.3,"70,766","64,324","77,208",.,.,.,.,.,.
20,009,KS,Barton County,"3,378","2,702","4,054",13.9,11.1,16.7,"1,036",721,"1,351",17.8,12.4,23.2,696,450,942,16.1,10.4,21.8,"62,215","55,680","68,750",.,.,.,.,.,.
20,011,KS,Bourbon County,"2,203","1,735","2,671",15.7,12.4,19.0,819,565,"1,073",22.5,15.5,29.5,517,297,737,19.0,10.9,27.1,"57,131","50,786","63,476",.,.,.,.,.,.
20,013,KS,Brown County,"1,184",923,"1,445",13.1,10.2,16.0,330,222,438,15.2,10.2,20.2,231,145,317,14.0,8.8,19.2,"62,180","55,260","69,100",.,.,.,.,.,.
20,015,KS,Butler County,"5,533","4,307","6,759",8.3,6.5,10.1,"1,433",942,"1,924",8.8,5.8,11.8,964,576,"1,352",7.6,4.5,10.7,"83,150","75,536","90,764",.,.,.,.,.,.
20,017,KS,Chase County,237,173,301,10.2,7.4,13.0,68,44,92,14.0,9.1,18.9,49,29,69,13.3,8.0,18.6,"67,466","59,848","75,084",.,.,.,.,.,.
20,019,KS,Chautauqua County,497,371,623,15.2,11.4,19.0,179,116,242,24.8,16.1,33.5,124,71,177,22.6,13.0,32.2,"54,122","47,862","60,382",.,.,.,.,.,.
20,021,KS,Cherokee County,"3,077","2,478","3,676",16.3,13.1,19.5,823,572,"1,074",19.5,13.6,25.4,553,349,757,17.1,10.8,23.4,"57,750","52,071","63,429",.,.,.,.,.,.
20,023,KS,Cheyenne County,303,230,376,11.6,8.8,14.4,113,74,152,17.9,11.7,24.1,81,48,114,17.7,10.6,24.8,"61,313","54,316","68,310",.,.,.,.,.,.
20,025,KS,Clark County,230,173,287,12.5,9.4,15.6,73,48,98,17.2,11.2,23.2,51,30,72,15.9,9.5,22.3,"64,297","56,788","71,806",.,.,.,.,.,.
20,027,KS,Clay County,787,603,971,10.2,7.8,12.6,212,140,284,11.9,7.8,16.0,148,89,207,10.9,6.5,15.3,"68,231","60,592","75,870",.,.,.,.,.,.
20,029,KS,Cloud County,"1,083",828,"1,338",13.2,10.1,16.3,336,221,451,16.6,10.9,22.3,230,140,320,15.5,9.4,21.6,"62,007","55,490","68,524",.,.,.,.,.,.
20,031,KS,Coffey County,848,673,"1,023",10.3,8.2,12.4,210,144,276,12.1,8.3,15.9,153,97,209,12.0,7.6,16.4,"72,961","65,154","80,768",.,.,.,.,.,.
