Announcement Date,Parent Company,Company,Facility Name,Phase,City,State,Manufacturing Focus,Component Category,EV/Battery Production,Announcement Effective Year,Existing Union?,Announced EV Investment,Announced EV Jobs,Congressional District,30D Eligible (Defunct),Federal Funding Received,Federal Program,Source
1/12/22,GreenPower Motors,GreenPower Motors,West Virginia Facility,Original,South Charleston,WV,Heavy-Duty (Class 7-8),Vehicle Assembly,Operational,2022,No Evidence,"$6,700,000",900,WV01,No Evidence,$0,None,https://greenpowermotor.com/greenpower-manufacture-electric-school-buses-west-virginia/
1/5/22,Ascend Elements,Ascend Elements,Base 1,Original,Covington,GA,Battery Recycling,Recycling,Operational,2023,No Evidence,"$50,000,000",185,GA04,No Evidence,$0,None,https://ascendelements.com/battery-resourcers-to-open-north-americas-largest-lithium-ion-battery-recycling-facility-by-august/
1/5/22,Sam Dong,Sam Dong,Delaware Manufacturing Facility,Expansion 1,Delaware,OH,Parts,Other Electrification Components,Operational,2023,No Evidence,,12,OH04,No Evidence,$0,None,https://www.dispatch.com/story/news/local/communities/delaware/2022/01/05/sam-dong-ohio-delaware-gets-abatement-and-approval-construct-tower-manufacture-copper-wire/9105385002/
12/22/21,Pegasus Specialty Vehicles,Pegasus Specialty Vehicles,Ohio Remanufacturing Facility,Original,Dunkirk,OH,Medium-Duty (Class 3-6),Vehicle Assembly,Operational,2022,No Evidence,,,OH04,No Evidence,$0,None,https://stnonline.com/news/new-pegasus-bus-manufacturer-opens-ohio-plant/
12/21/21,Cummins,Cummins-Meritor,Fletcher Manufacturing Facility,Original,Fletcher,NC,Parts,Electric Axles,Operational,2021,No Evidence,,,NC11,No Evidence,$0,None,https://www.bulktransporter.com/equipment/article/21183801/meritor-to-begin-production-of-14xe-epowertrain
12/20/21,EnPower,EnPower,EnPower Battery Manufacturing Plant,Original,Indianapolis,IN,Batteries,Cells,Operational,2023,No Evidence,,49,IN07,No Evidence,$0,None,https://www.enpowerinc.com/enpower-opens-americas-newest-gigawatt-factory/
12/20/21,Li-Cycle,Li-Cycle,Rochester Hub,Original,Rochester,NY,Battery Recycling,Recycling,Canceled,2023,No Evidence,"$375,000,000",220,NY25,No Evidence,,Loan Programs Office (LPO),https://li-cycle.com/north-american-hub/
12/20/21,Volvo Group,Mack Trucks,Macungie Assembly Plant,Original,Macungie,PA,Heavy-Duty (Class 7-8),Vehicle Assembly,Operational,2021,Good Evidence,,0,PA07,No Evidence,$0,None,https://www.macktrucks.com/mack-news/2020/lehigh-valley-operations-completes-major-renovation
12/18/21,Canoo,Canoo,MegaMicro Factory,Update,Pryor,OK,Multiple Classes,Vehicle Assembly,Canceled,2023,No Evidence,"$400,000,000",,,No Evidence,$0,None,https://thedetroitbureau.com/2021/12/canoo-offers-up-new-hard-charging-forecast/
12/16/21,Rivian,Rivian,Georgia Manufacturing Plant,Original,Social Circle,GA,Light-Duty (Class 1-2),Vehicle Assembly,Under Construction,2024,No Evidence,"$5,000,000,000","7,500",GA10,Good Evidence,,Loan Programs Office (LPO),https://rivian.com/newsroom/article/rivian-to-site-second-manufacturing-plant-in-georgia
12/14/21,Cenntro Automotive,Cenntro Automotive,Jacksonville Factory,Original,Jacksonville,FL,Medium-Duty (Class 3-6),Vehicle Assembly,Operational,2023,No Evidence,"$25,000,000",34,FL04,No Evidence,$0,None,https://www.jaxdailyrecord.com/article/cenntro-automotive-chooses-jacksonville-for-first-u-s-electric-vehicle-plant
12/14/21,Volvo Group,Volvo Trucks,Powered 1 Facility,Original,Greer,SC,Batteries,Cells; Modules; Packs,Operational,2022,No Evidence,"$76,000,000",200,SC04,No Evidence,$0,None,https://www.proterra.com/press-release/proterra-sc-battery-factory/
12/9/21,Unique Electric Solutions,Unique Electric Solutions,Holbrook Repowering Manufacturing Facility,Original,Holbrook,NY,Multiple Classes,Vehicle Assembly,Operational,2021,No Evidence,,,NY02,No Evidence,$0,None,https://www.prweb.com/releases/business-growth-drives-unique-electric-solutions-ues-to-move-into-larger-facility-814096219.html
12/6/21,Arrival,Arrival,High Voltage Battery Module Assembly Plant,Original,Charlotte,NC,Batteries,Modules,Canceled,,No Evidence,"$11,500,000",150,NC14,No Evidence,$0,None,https://arrival.com/news/arrival-announces-high-voltage-battery-module-assembly-plant-in-charlotte-nc
12/6/21,Toyota Motor Company,Toyota,Toyota Battery Manufacturing North Carolina,Original,Liberty,NC,Batteries,Cells,Operational,2025,No Evidence,"$1,290,000,000","1,750",NC09,No Evidence,$0,None,https://pressroom.toyota.com/toyota-selects-north-carolina-greensboro-randolph-site-for-new-u-s-automotive-battery-plant/
11/22/21,NOVONIX,NOVONIX,Riverside Recharged,Original,Chattanooga,TN,Minerals,Graphite,Operational,2021,No Evidence,"$160,000,000",310,TN03,No Evidence,,Battery Materials Processing and Battery Manufacturing Recycling Grants; Qualifying Advanced Energy Project Credit (48C),https://www.novonixgroup.com/u-s-secretary-of-energy-and-officials-celebrate-new-novonix-facility-in-tennessee/
11/18/21,BorgWarner,BorgWarner,Cadillac Production Plant,Original,Cadillac,MI,Batteries,Battery Pack Components,Operational,2022,No Evidence,"$11,200,000",30,MI02,No Evidence,$0,None,https://www.borgwarner.com/newsroom/press-releases/2021/11/18/borgwarner-awarded-grant-to-launch-e-product-in-cadillac-michigan-plant
11/16/21,Agmet,Agmet,Agmet - Oakwood Village,Original,Oakwood Village,OH,Battery Recycling,Recycling,Operational,2021,No Evidence,,27,OH07,No Evidence,$0,None,https://www.recyclingtoday.com/news/agmet-bgl-company-sold-nickel-recycling-ev-batteries/
11/15/21,Bollinger Innovations,Mullen Automotive,Advanced Manufacturing and Engineering Center,Original,Tunica Resorts,MS,Multiple Classes,Vehicle Assembly,Operational,2023,No Evidence,,200,MS02,No Evidence,$0,None,https://news.mullenusa.com/mullen-automotive-announces-it-now-owns-tunica-mississippi-ev-assembly-plant-free-and-clear
11/15/21,Canoo,Canoo,Canoo R and D Center,Original,Bentonville,AR,Medium-Duty (Class 3-6),Vehicle Assembly,Canceled,,No Evidence,,545,AR03,No Evidence,$0,None,https://www.arkansasedc.com/news-events/newsroom/detail/2021/11/15/canoo-selects-northwest-arkansas-for-its-headquarters-r-d-center-and-ev-industrialization-facility
11/9/21,Allison Transmission,Allison Transmission,Auburn Hills Manufacturing Facility,Original,Auburn Hills,MI,Parts,Electric Axles,Operational,2021,No Evidence,,,MI11,No Evidence,$0,None,https://www.allisontransmission.com/company/news-article/2021/11/12/new-egen-power-electric-axle-production-assembly-line
11/5/21,Bender,Bender,Exton Facility,Original,Exton,PA,Parts,Power Electronics; Other Electrification Components,Operational,2021,No Evidence,,60,PA06,No Evidence,$0,None,https://patch.com/pennsylvania/te/extons-bender-brings-ev-component-manufacturing-chesco
11/4/21,Infinity Energy,Infinity Energy,Fresno Facility,Original,Fresno,CA,EV Charging,Charging Units,Operational,,No Evidence,,,CA21,No Evidence,$0,None,https://business.ca.gov/california-awards-150-million-in-tax-credits-projected-to-create-more-than-7600-jobs/
11/3/21,Alfa,Nemak,Kentucky Plant 1,Original,Glasgow,KY,Parts,EV Drive Systems,Operational,2022,No Evidence,"$27,000,000",170,KY02,No Evidence,$0,None,https://ced.ky.gov/Newsroom/NewsPage/2021113_Nemak
10/29/21,Toyota Motor Company,Toyota,Toyota Motor Manufacturing Kentucky,Original,Georgetown,KY,Light-Duty (Class 1-2),Vehicle Assembly,Planned,2025,No Evidence,"$461,000,000","1,400",KY06,No Evidence,$0,None,https://www.kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=1028
10/22/21,Endera,Endera,Metro Titan Bus Factory,Original,Ottawa,OH,Medium-Duty (Class 3-6),Vehicle Assembly,Operational,,No Evidence,,150,OH05,No Evidence,$0,None,https://www.limaohio.com/uncategorized/2021/10/22/mccolley-tours-ev-maker-endera/
10/20/21,Lithium Americas,Lithium Nevada,Thacker Pass (JV),Update,,NV,Minerals,Lithium,Under Construction,,No Evidence,"$505,000,000",,,No Evidence,,Loan Programs Office (LPO),https://www.mining-technology.com/projects/thacker-pass-lithium-project-nevada-usa/?cf-view
10/18/21,American Battery Solutions,American Battery Solutions,Battery Innovation Center,Original,Lake Orion,MI,Batteries,Cells,Operational,2022,No Evidence,"$82,950,000",100,MI09,No Evidence,$0,None,https://www.prnewswire.com/news-releases/american-battery-solutions-announces-adding-75-engineering-and-technology-services-jobs-and-expansion-of-its-michigan-innovation-center-301401861.html
10/8/21,Henkel,Henkel,Henkel Brandon Thermal Materials Plant,Original,Brandon,SD,Parts,Power Electronics,Operational,2023,No Evidence,"$30,000,000",20,SD,No Evidence,$0,None,https://www.henkel-northamerica.com/press/press-releases-and-kits/2021-08-10-henkel-invests-30-million-in-equipment-and-technology-at-its-manufacturing-facility-in-brandon-1375758
9/28/21,Lucid Motors,Lucid Motors,AMP-1,Expansion 1,Casa Grande,AZ,Light-Duty (Class 1-2),Vehicle Assembly,Under Construction,2028,No Evidence,"$400,000,000","4,000",AZ06,No Evidence,$0,None,https://www.azcommerce.com/news-events/news/2021/9/lucid-motors-starts-production-of-lucid-air-at-amp-1-factory-in-casa-grande/
9/27/21,Ford Motor Company,Ford,BlueOval Tennessee Truck Plant,Original,Stanton,TN,Light-Duty (Class 1-2),Vehicle Assembly,Canceled,2025,No Evidence,"$2,800,000,000","2,900",TN08,Good Evidence,"$2,300,000,000",Loan Programs Office (LPO),https://www.cnbc.com/2021/09/27/ford-battery-supplier-to-spend-11point4-billion-to-build-new-us-plants.html
9/27/21,Li-Cycle,Li-Cycle,Alabama Spoke,Original,Tuscaloosa,AL,Battery Recycling,Recycling,Canceled,2022,No Evidence,,,AL07,No Evidence,$0,None,https://www.tuscaloosanews.com/story/news/2021/09/28/battery-recycling-plant-built-tuscaloosa-industrial-park/5882091001/
9/27/21,SK,SK On,BlueOval City Tennessee,Original,Stanton,TN,Batteries,Cells; Modules; Packs,Under Construction,2025,No Evidence,"$2,800,000,000","2,900",TN08,No Evidence,"$2,300,000,000",Loan Programs Office (LPO),https://media.ford.com/content/fordmedia/fna/us/en/news/2021/09/27/ford-to-lead-americas-shift-to-electric-vehicles.html
9/23/21,Gyre9,Gyre9,Southbury Manufacturing Facility,Original,Norwalk,CT,EV Charging,Charging Units,Operational,2021,No Evidence,,125,CT05,No Evidence,$0,None,https://www.newstimes.com/business/article/With-move-to-Southbury-electric-car-charger-16482268.php
9/16/21,Ford Motor Company,Ford,Rouge Electric Vehicle Center,Expansion 1,Dearborn,MI,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2022,Good Evidence,"$250,000,000",450,MI12,Good Evidence,$0,None,https://www.michigan.gov/whitmer/news/press-releases/2021/09/16/governor-whitmer-joined-ford-to-announce-450-jobs-and-250-million-investment-in-michigan-to-support
9/10/21,Dunamis Clean Energy Partners,Dunamis Charge,Detroit HQ and Manufacturing Facility,Original,Detroit,MI,EV Charging,Charging Units; Electrical Components,Operational,2022,No Evidence,,150,MI13,No Evidence,$0,None,https://csengineermag.com/michigan-manufacturer-dunamis-clean-energy-partners-launch-electric-vehicle-charger-dunamis-charge-at-2021-motor-bella-auto-show/
8/24/21,Gyre9,Gyre9,Oxford Manufacturing Facility,Original,Oxford,CT,EV Charging,Charging Units,Operational,,No Evidence,,43,CT04,No Evidence,$0,None,https://manufacturect.org/podcast/gyre9/
8/23/21,SGL Carbon,SGL Carbon,SGL Carbon LLC Morganton,Expansion 1,Morganton,NC,Minerals,Graphite,Operational,2022,No Evidence,"$10,000,000",,NC10,No Evidence,$0,None,https://www.sglcarbon.com/en/newsroom/news/press-report/sgl-carbon-invests-into-modernization-of-its-morganton-site/
8/20/21,Octillion Power Systems,Octillion Power Systems,Richmond Manufacturing Facility & HQ,Original,Richmond,CA,Batteries,Packs,Operational,2021,No Evidence,,,CA08,No Evidence,$0,None,https://octillion.us/octillion-moves-u-s-headquarters-to-richmond-calif/
8/18/21,Atom Power,Atom Power,Huntersville Facility,Original,Huntersville,NC,EV Charging,Charging Units,Operational,2022,No Evidence,,80,NC12,No Evidence,$0,None,https://www.wsoctv.com/news/local/newsmaker-atom-power-readies-plans-manufacturing-here/64XLNCS72VE6XFDVSENRN4KKFQ/
7/29/21,KORE Power,KORE Power,KOREPlex Facility,Original,Buckeye,AZ,Batteries,Cells,Canceled,2025,No Evidence,"$500,000,000",625,,No Evidence,,Loan Programs Office (LPO),https://korepower.com/media/get-ready-arizona-the-koreplex-is-landing
7/27/21,Ford Motor Company,Ford,Ion Park,Original,Romulus,MI,Batteries,Cells,Under Construction,2022,No Evidence,"$185,000,000",200,MI13,No Evidence,$0,None,https://www.detroitnews.com/story/business/2021/07/27/romulus-site-selected-ford-battery-facility-ion-park/5379885001/
7/1/21,Solid Power,Solid Power,Thornton Factory,Original,Thornton,CO,Batteries,Electrolytes and Electrolyte Inputs,Operational,2022,No Evidence,"$543,000,000",200,CO08,No Evidence,$0,Battery Materials Processing and Battery Manufacturing Recycling Grants,https://ir.solidpowerbattery.com/news-releases/news-release-details/solid-power-quadruple-production-footprint-second-denver-area
6/22/21,Westwater Resources,Alabama Graphite Products,Kellyton Graphite Processing Plant,Original,Kellyton,AL,Minerals,Graphite,Operational,2022,No Evidence,"$124,000,000",100,AL03,No Evidence,$0,None,https://governor.alabama.gov/newsroom/2021/06/gov-ivey-westwater-resources-plans-first-u-s-graphite-processing-plant-in-alabama/
6/21/21,Blink Charging,Blink Charging,SemaConnect Manufacturing Facility,Original,Bowie,MD,EV Charging,Charging Units,Operational,2022,No Evidence,,,MD05,No Evidence,$0,None,"https://blinkcharging.com/news/blink-charging-acquires-semaconnect/#:~:text=SemaConnect%E2%80%99s%20manufacturing%20facility%20in%20Maryland%20will%20allow%20Blink,vehicle%20chargers%20along%20America%E2%80%99s%20highways%20and%20in%20communities."
6/18/21,Nippon Denkai,Denkai,Kershaw County Manufacturing Facility,Original,Camden,SC,Minerals,Anode Materials,Canceled,,No Evidence,"$14,000,000",90,SC05,No Evidence,$0,None,https://governor.sc.gov/news/2021-06/denkai-america-inc-expanding-operations-kershaw-county
6/17/21,Canoo,Canoo,MegaMicro Factory,Original,Pryor,OK,Multiple Classes,Vehicle Assembly,Canceled,2023,No Evidence,,"2,000",,No Evidence,$0,None,https://techcrunch.com/2021/06/17/canoo-to-build-its-first-electric-vehicle-factory-in-oklahoma/
6/16/21,Geely,Volvo Cars,South Carolina Car Factory,Expansion 1,Ridgeville,SC,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2023,No Evidence,"$118,000,000",,SC01,No Evidence,$0,None,https://www.media.volvocars.com/us/en-us/media/pressreleases/283096/volvo-cars-expands-us-electrified-vehicle-production-in-south-carolina-with-new-118-million-investme
6/16/21,Huntsman,Huntsman,Conroe Plant,Original,Conroe,TX,Batteries,Electrolytes and Electrolyte Inputs,Operational,2023,No Evidence,"$3,800,000",175,TX08,No Evidence,$0,None,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html
6/15/21,Alkegen,Alkegen,New Carlisle Anode Materials Facility,Original,New Carlisle,IN,Minerals,Anode Materials,Operational,2023,No Evidence,"$13,000,000",74,IN02,No Evidence,$0,None,https://sifab.com/2021/06/15/unifrax-announces-sifab-manufacturing-line/
6/15/21,Cable Car Classics,Cable Car Classics,HQ and Manufacturing Facility,Original,Healdsburg,CA,Heavy-Duty (Class 7-8),Vehicle Assembly,Operational,,No Evidence,,,CA02,No Evidence,$0,None,http://www.cablecarclassics.com/contact-us.html
6/11/21,Xos Trucks,Xos Trucks,Los Angeles HQ & Manufacturing Facility,Original,Los Angeles,CA,Batteries,Packs,Operational,2021,No Evidence,,,CA34,No Evidence,$0,None,https://www.forbes.com/sites/alanohnsman/2021/06/17/xos-plots-multibillion-dollar-future-in-unsexy-electric-work-trucks/?sh=1203552d3cc9
6/10/21,Vicinity,Vicinity,Whatcom County Assembly Facility,Original,Ferndale,WA,Multiple Classes,Vehicle Assembly,Operational,2022,No Evidence,"$22,000,000",,WA02,No Evidence,$0,None,https://whatcom-news.com/electric-bus-manufacturer-to-build-assembly-facility-in-ferndale_133861/
6/9/21,Phoenix Motorcars,Phoenix Motorcars,Phoenix Motorcars,Original,Ontario,CA,Heavy-Duty (Class 7-8),Vehicle Assembly,Operational,2021,No Evidence,,,CA35,No Evidence,$0,None,https://www.spigroups.com/phoenix-motorcars-builds-historic-third-generation-electric-products-at-ca-facility/
6/4/21,ATC Drivetrain,ATC Drivetrain,Transmission Plant,Original,Oklahoma City,OK,Battery Recycling,Recycling,Operational,2022,No Evidence,,,OK05,No Evidence,$0,None,https://atcdrivetrain.com/about/locations/oklahoma-city/
5/26/21,SEA Electric,SEA Electric,SEA Electric Engineering Center,Original,Grimes,IA,Heavy-Duty (Class 7-8),Vehicle Assembly,Operational,,No Evidence,,,IA03,No Evidence,$0,None,https://www.sea-electric.com/increased-global-management-team-and-strong-showing-at-brisbane-truck-show/
5/20/21,Duckyang,Duckyang,Braselton Manufacturing Facility,Original,Braselton,GA,Batteries,Modules,Operational,,No Evidence,"$10,000,000",285,GA10,No Evidence,$0,None,https://apnews.com/article/technology-government-and-politics-business-fb17de22764deba996497000d472897d
5/18/21,Ampcera,Ampcera,Tucson Facility,Original,Tucson,AZ,Batteries,Electrolytes and Electrolyte Inputs,Planned,2025,No Evidence,,,AZ07,No Evidence,$0,None,https://www.prnewswire.com/news-releases/ampcera-announces-scaling-production-of-its-engineered-solid-state-electrolytes-301293895.html
5/7/21,Lion Electric,Lion Electric,Joliet Facility,Original,Channahon,IL,Heavy-Duty (Class 7-8),Vehicle Assembly,Canceled,2023,No Evidence,"$70,000,000","1,400",IL01,No Evidence,$0,None,https://www.prnewswire.com/news-releases/lion-electric-announces-us-manufacturing-facility-in-illinois-the-largest-all-electric-medium-and-heavy-duty-vehicles-plant-in-the-us-301286604.html
4/29/21,Toyota Motor Company,Toyota,Toyota Motor Manufacturing Indiana,Original,Princeton,IN,Light-Duty (Class 1-2),Vehicle Assembly,Canceled,2023,No Evidence,"$803,000,000","1,400",IN08,No Evidence,$0,None,https://pressroom.toyota.com/toyota-indiana-welcomes-two-all-new-vehicles-to-line-up/
4/16/21,General Motors,General Motors,Ultium Cells Spring Hill (JV),Original,Spring Hill,TN,Batteries,Cells,Operational,2024,Good Evidence,"$1,150,000,000",650,TN05,No Evidence,"$208,333,333",Loan Programs Office (LPO),https://www.ultiumcell.com/our-locations/spring-hill-tn
4/16/21,LG Corporation,LG Energy Solution,Ultium Cells Spring Hill (JV),Original,Spring Hill,TN,Batteries,Cathodes,Operational,2024,Good Evidence,"$1,150,000,000",650,TN05,No Evidence,"$208,333,333",Loan Programs Office (LPO),https://www.ultiumcell.com/our-locations/spring-hill-tn
4/15/21,Danfoss,Danfoss Power Solutions,Eden Prairie Hydraulics Facility,Original,Eden Prairie,MN,Parts,Power Electronics,Operational,,Good Evidence,,,MN03,No Evidence,$0,None,https://www.danfoss.com/en-us/about-danfoss/our-businesses/power-solutions/
4/15/21,Danfoss,Danfoss Power Solutions,Longmont Facility,Original,Longmont,CO,Parts,EV Motors; EV Drive Systems,Operational,,No Evidence,,,CO08,No Evidence,$0,None,https://www.danfoss.com/en-us/about-danfoss/our-businesses/power-solutions/
4/14/21,American Battery Technology Company,American Battery Technology Company,Fernley Pilot Plant,Original,Fernley,NV,Battery Recycling,Recycling; Lithium Hydroxide,Operational,2023,No Evidence,,30,NV02,No Evidence,"$29,575,274",Electric Drive Vehicle Battery Recycling and Second Life Applications; Qualifying Advanced Energy Project Credit (48C),https://americanbatterytechnology.com/work-progressing-at-fernley-lithium-ion-battery-recycling-plant/
4/14/21,Li-Cycle,Li-Cycle,Arizona Spoke,Original,Gilbert,AZ,Battery Recycling,Recycling,Canceled,2022,No Evidence,,50,AZ05,No Evidence,$0,None,https://www.azcommerce.com/news-events/news/2021/4/li-cycle-to-build-new-lithium-ion-battery-recycling-facility-in-arizona/
4/13/21,EnerG2,Group14,BAM Factory,Original,Woodinville,WA,Minerals,Anode Materials,Operational,2021,No Evidence,,,WA01,No Evidence,$0,None,https://www.prnewswire.com/news-releases/group14-technologies-launches-commercial-manufacturing-factory-to-onshore-domestic-battery-supply-chain-301267417.html
4/4/21,Bollinger Innovations,Electric Last Mile Solutions,Electric Last Mile Solutions Mishawaka EV Plant,Original,Mishawaka,IN,Light-Duty (Class 1-2),Vehicle Assembly,Canceled,2021,No Evidence,"$145,000,000",,IN02,,$0,None,https://www.wvpe.org/indiana-news/2021-04-04/electric-last-mile-solutions-to-make-electric-vehicles-at-former-hummer-plant-in-mishawaka
3/30/21,Mercedes-Benz,Mercedes-Benz,North Charleston,Original,Ladson,SC,Medium-Duty (Class 3-6),Vehicle Assembly,Operational,2023,No Evidence,"$58,585,000",,SC06,No Evidence,$0,None,https://media.daimler.com/marsMediaSite/en/instance/ko.xhtml?oid=49444949&ls=L2VuL2luc3RhbmNlL2tvLnhodG1sP29pZD00ODM2MjU4JnJlbElkPTYwODI5JmZyb21PaWQ9NDgzNjI1OCZyZXN1bHRJbmZvVHlwZUlkPTQwNjI2JnZpZXdUeXBlPXRodW1icyZmcm9tSW5mb1R5cGVJZD00MTAxMg!!&rs=0
3/17/21,Arrival,Arrival,Charlotte Microfactory,Original,Charlotte,NC,Multiple Classes,Vehicle Assembly,Canceled,2024,No Evidence,"$41,200,000",250,NC14,No Evidence,$0,None,https://arrival.com/news/Arrival-Announces-New-Microfactory-Producing-Electric-Delivery-Vans-in-Charlotte
2/23/21,Magna International,Magna International,Magna Electric Vehicle Structures,Original,St. Clair,MI,Batteries,Battery Enclosures,Operational,2023,No Evidence,"$70,100,000",300,MI09,No Evidence,$0,None,https://www.michigan.gov/whitmer/news/press-releases/2021/02/23/whitmer-magnas-investment-in-st--clair-creating-more-than-300-jobs-strengthening-michigan-as-leader
2/10/21,Microvast,Microvast,Clarksville Manufacturing Facility,Original,Clarksville,TN,Batteries,Cells; Modules,Under Construction,2023,No Evidence,"$220,000,000",287,TN07,No Evidence,$0,None,https://www.tn.gov/ecd/news/2021/2/10/governor-lee--commissioner-rolfe-announce-microvast-to-establish-manufacturing-facility-in-clarksville.html
2/2/21,Tesla,Tesla,Tesla Kato Road Pilot Battery Facility,Original,Fremont,CA,Batteries,Cells,Operational,2021,No Evidence,,,CA17,No Evidence,$0,None,https://insideevs.com/news/485347/musk-tesla-4680-cell-pilot-plant-top-capacity/
1/25/21,Evergreen Environmental,Evergreen Environmental,Evergreen Environmental,Original,Rocky River,OH,Battery Recycling,Recycling,Operational,2022,No Evidence,,,OH07,No Evidence,$0,None,https://www.evergreenbatteryrecycling.com/
1/14/21,Hitachi Group,Hitachi Automotive Systems Americas,Berea Motor Plant,Expansion 1,Berea,KY,Parts,EV Motors,Operational,2023,No Evidence,,200,KY06,No Evidence,$0,None,"https://ced.ky.gov/Newsroom/NewsPage/20210114_hitachi#:~:text=Electric%20motor%20production%20could%20begin,to%20approximately%20200%20in%202023."
1/5/21,Ideanomics,WAVE,Salt Lake City Manufacturing Facility & HQ,Original,Salt Lake City,UT,EV Charging,Charging Units,Operational,2021,No Evidence,,40,UT02,No Evidence,$0,None,https://www.prnewswire.com/news-releases/ideanomics-signs-a-definitive-agreement-to-acquire-utah-based-wireless-charging-provider-wave-301200784.html
1/1/21,Blue Bird,Blue Bird,Electric Vehicle Build-up Center,Original,Fort Valley,GA,Heavy-Duty (Class 7-8),Vehicle Assembly,Operational,2023,Good Evidence,"$4,400,000",,GA02,No Evidence,$0,None,https://www.blue-bird.com/careers/our-locations/fort-valley-georgia-manufacturing
1/1/21,Interco,Interco,Madison Recycling Facility,Original,Madison,IL,Battery Recycling,Recycling,Operational,,No Evidence,,,IL13,No Evidence,$0,None,https://intercotradingco.com/recycling-ev-batteries/
1/1/21,Volkswagen Group,Navistar,Tulsa Bus Plant,Original,Tulsa,OK,Medium-Duty (Class 3-6),Vehicle Assembly,Operational,2021,Good Evidence,,,OK01,No Evidence,$0,None,https://traton.com/en/innovation-hub/electric-school-buses-from-navistar.html
12/18/20,CATL,CATL,Contemporary Amperex Technology Kentucky Facility,Original,Glasgow,KY,Batteries,Packs,Canceled,2020,No Evidence,"$97,700,000",350,KY02,No Evidence,,,https://www.bgdailynews.com/2020/12/18/international-battery-maker-purchases-glasgow-facility/
12/10/20,Volvo Group,Proterra Powered,LA Factory,Original,City of Industry,CA,Heavy-Duty (Class 7-8),Vehicle Assembly,Canceled,2022,Good Evidence,,300,CA38,No Evidence,$0,None,https://www.assemblymag.com/articles/96060-proterra-opens-battery-assembly-line-in-southern-california
12/2/20,Li-Cycle,Li-Cycle,New York Spoke Recycling Facility,Original,Rochester,NY,Battery Recycling,Recycling,Canceled,2020,No Evidence,,35,NY25,No Evidence,$0,None,https://li-cycle.com/news/li-cycle-announces-commercial-lithium-ion-battery-recycling-plant-now-operational-in-rochester-new-york/
12/1/20,Lucid Motors,Lucid Motors,AMP-1,Update,Casa Grande,AZ,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2021,No Evidence,,,AZ06,No Evidence,$0,None,https://www.azcentral.com/story/money/business/energy/2020/12/01/lucid-motors-factory-az-completed-manufacturing-begin-2021/6407567002/
11/19/20,Magnis Energy Technologies,Imperium3NY,Huron Campus Gigafactory,Update,Endicott,NY,Batteries,Cells,Canceled,2022,No Evidence,,-40,NY19,No Evidence,$0,None,https://www.pressconnects.com/story/news/local/2020/11/19/endicott-lithium-ion-battery-factory-back-track-executives-say/3765701001/
11/10/20,Ford Motor Company,Ford,Kansas City Assembly Plant,Original,Kansas City,MO,Medium-Duty (Class 3-6),Vehicle Assembly,Operational,2021,Good Evidence,"$100,000,000",150,MO06,No Evidence,$0,None,https://www.freep.com/story/money/cars/ford/2020/11/10/ford-kansas-city-e-transit-van/6231720002/
11/10/20,Ford Motor Company,Ford,Rouge Electric Vehicle Center,Original,Dearborn,MI,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2021,Good Evidence,"$700,000,000",500,MI12,Good Evidence,$0,None,https://www.freep.com/story/money/cars/ford/2020/11/10/ford-kansas-city-e-transit-van/6231720002/
11/10/20,Ford Motor Company,Ford,Van Dyke Electric Powertrain Center,Original,Sterling Heights,MI,Parts,EV Motors; Electric Axles,Operational,2021,Good Evidence,"$150,000,000",225,MI10,No Evidence,$0,None,https://www.freep.com/story/money/cars/ford/2020/11/10/ford-kansas-city-e-transit-van/6231720002/
10/20/20,BEAM,BEAM,San Diego Factory & HQ,Original,San Diego,CA,EV Charging,Charging Units,Operational,,No Evidence,,,CA51,No Evidence,$0,None,https://beamforall.com/
10/20/20,General Motors,General Motors,Spring Hill Manufacturing,Original,Spring Hill,TN,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2022,Good Evidence,"$2,000,000,000",,TN05,Good Evidence,$0,None,https://news.gm.com/newsroom.detail.html/Pages/news/us/en/2020/oct/1020-event.html
10/13/20,Arrival,Arrival,Rock Hill Microfactory,Original,Rock Hill,SC,Multiple Classes,Vehicle Assembly,Canceled,,No Evidence,"$46,000,000",240,SC05,No Evidence,$0,None,https://arrival.com/news/arrival-to-build-its-first-us-electric-vehicle-microfactory-in-york-county-south-carolina
9/30/20,Ford Motor Company,Ford,Louisville Assembly Plant,Original,Louisville,KY,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2020,Good Evidence,,,KY03,Good Evidence,$0,None,https://fordauthority.com/2020/09/ford-escape-phev-production-dates-revealed/
9/9/20,Volkswagen Group,IC Bus,NEXT eMobility,Original,Rochester Hills,MI,Heavy-Duty (Class 7-8),Vehicle Assembly,Planned,,No Evidence,"$4,170,000",50,MI10,No Evidence,$0,None,https://www.michiganbusiness.org/press-releases/2020/09/navistar-establishes-emobility-center-in-rochester-hills-further-extending-states-leadership-in-design-and-production-of-autonomous-and-electric-vehicles/
