"Electric.Power.Plant.Name","Operating.Utility.Name","City","State","Primary.Energy.Source","Maximum.Summer.Capacity..Megawatts.","Longitude","Latitude"
"Lockwood Hydroelectric Facility","Merimil Ltd Partnership","Waterville","Maine","hydroelectric",6.4,-69.6292,44.5467
"Foothills Hydro Plant","Denver City & County-Foothills","Littleton","Colorado","hydroelectric",3.1,-105.0657,39.4588
"Engineered Carbons Borger Cogen","Orion Engineered Carbons","Borger","Texas","other",18.8,-101.432004,35.66704
"Strontia Springs Hydro Plant","Denver City & County of","Littleton","Colorado","hydroelectric",1,-105.1263,39.4326
"Total Energy Facilities","Los Angeles County Sanitation","Carson","California","biomass",31.4,-118.2836,33.7683
"Tesoro Hawaii","PAR Petroleum","Kapolei","Hawaii","petroleum",20,-158.091438,21.303229
"Hampton Facility","Foss Manufacturing Company LLC","Hampton","New Hampshire","natural gas",3.8,-70.8406,42.9383
"Stevens Mills Dam","Eagle Creek Renewable Energy, LLC","Franklin","New Hampshire","hydroelectric",2,-71.644646,43.446107
"John B Rich Memorial Power Station","Gilberton Power Co","Frackville","Pennsylvania","coal",80,-76.1983,40.7903
"Grossmont Hospital","Sharp Grossmont Hospital","La Mesa","California","natural gas",4.2,-117.006397,32.77973
"Hampshire Paper","Hampshire Paper Co Inc","Gouverneur","New York","hydroelectric",1.8,-75.36645,44.296544
"Harrisburg Facility","Harrisburg Authority","Harrisburg","Pennsylvania","biomass",16.7,-76.853872,40.244242
"High Shoals Hydro (GA)","High Shoals Hydro","High Shoals","Georgia","hydroelectric",1.4,-83.504932,33.816547
"CIP II/AR Bridgewater Holdings - NJCOE","COE Bridgewater LLC c/o Thor Equities, LLC","Bridgewater","New Jersey","natural gas",4.1,-74.634,40.624
"Hoffmann LaRoche","PB Nutclif Master, LLC","Nutley","New Jersey","natural gas",8.2,-74.155,40.8359
"Hollow Dam Power Partnership","Ampersand Hollow Dam Hydro LLC","Gouveneur","New York","hydroelectric",0.6,-75.336142,44.296453
"Gosselin Hydro Plant","Humboldt Bay Mun Water Dist","Ruth","California","hydroelectric",0.4,-123.4347,40.37
"Indiana University of Pennsylvania","Indiana University of Penn","Indiana","Pennsylvania","natural gas",24,-79.1594,40.6144
"Deweys Mill","Green Mountain Power Corp","White River Jct.","Vermont","hydroelectric",2.9,-72.4061,43.6411
"South Dry Creek Hydro","Hydrodynamics Inc","Red Lodge","Montana","hydroelectric",2,-109.1652,45.206341
"Isabella Hydro Project","Isabella Partners","Lake Isabella","California","hydroelectric",11.8,-118.48199,35.64414
"Birch Creek Power","Birch Power Co","Terreton","Idaho","hydroelectric",2.6,-112.719439,44.027444
"Colver Green Energy","Inter-Power/AhlCon Partners, L.P.","Colver","Pennsylvania","coal",110,-78.79794,40.55108
"Sierra Pacific Lincoln Facility","Sierra Pacific Industries","Lincoln","California","biomass",17.5,-121.3097,38.9032
"Grant Town Power Plant","American Bituminous Power LP","Grant Town","West Virginia","coal",80,-80.163138,39.561831
"Warrior Ridge Hydro","American Hydro Power Company","Petersburg","Pennsylvania","hydroelectric",2.8,-78.034628,40.540042
"Power Island","INEOS USA LLC","Alvin","Texas","natural gas",110,-95.1952,29.2293
"Brasfield","Appomattox River Associates LP","Petersburg","Virginia","hydroelectric",2.9,-77.524504,37.220833
"Fresno Cogen Partners","Wellhead Services, Inc","San Joaquin","California","natural gas",86.8,-120.099846,36.617022
"Whitewater Hydro Plant","Desert Water Agency","California","California","hydroelectric",1.3,-116.640548,33.934725
"Seadrift Coke LP","Seadrift Coke L P","Port Lavaca","Texas","petroleum",7.6,-96.794154,28.513929
"Carson Cogeneration","Carson Cogeneration Co","Carson","California","natural gas",49.3,-118.2491,33.8759
"Cherokee Falls","Hydroland Omega LLC","Blacksburg","South Carolina","hydroelectric",1,-81.5458,35.0642
"Childrens Hospital","DTE San Diego COGEN Inc.","San Diego","California","petroleum",11.3,-117.1517,32.7992
"M Street Jet","Massachusetts Bay Trans Auth","Boston","Massachusetts","petroleum",50,-71.031407,42.339387
"Metro Wastewater Reclamation District","ENGIE Denver Metro LLC","Denver","Colorado","biomass",9.8,-104.9542,39.8078
"Metropolitan Sewerage District","Metropolitan Sewerage District","Asheville","North Carolina","hydroelectric",2.4,-82.5992,35.6497
"Mine Falls Generating Station","City of Nashua, NH","Nashua","New Hampshire","hydroelectric",3.2,-71.505278,42.750278
"Central Utility Plant","Silicon Hills Campus, LLC","Austin","Texas","natural gas",8.3,-97.842586,30.397351
"Anson Abenaki Hydros","Eagle Creek Renewable Energy, LLC","Madison","Maine","hydroelectric",25.1,-69.8867,44.7975
"Cutrale Citrus Juices USA II","Cutrale Citrus Juices USA Inc","Auburndale","Florida","natural gas",8.6,-81.798166,28.05485
"Castleton Energy Center","Fortistar Castleton Power","Castleton","New York","natural gas",67,-73.7433,42.5375
"Tehachapi Wind Resource I","CalWind Resources Inc","Tehachapi","California","wind",8.7,-118.389722,35.060556
"Hawaii Cogen","Island Energy Services","Kapolei","Hawaii","petroleum",12.8,-158.113889,21.311667
"CF Industries Yazoo City Complex","CF Industries Nitrogen LLC","Yazoo City","Mississippi","natural gas",20,-90.3781,32.90411
"Moose River","EONY Generation Limited","Lyons Falls","New York","hydroelectric",11.6,-75.341325,43.610664
"Philadlephia","EONY Generation Limited","Village of Philadelph","New York","hydroelectric",3.3,-75.708778,44.158611
"Mosaic Phosphates Uncle Sam","Mosaic Phosphates Co.","Uncle Sam","Louisiana","other",26,-90.828312,30.038649
"Fernandina Beach Mill","WestRock, Fernandina Beach","Fernandina Beach","Florida","biomass",80,-81.455413,30.681823
"Mosaic Co Tampa Facility","Mosaic Company","Riverview","Florida","other",68,-82.3903,27.8605
"Loma Linda University Cogen","Loma Linda University","Loma Linda","California","natural gas",12.3,-117.248417,34.050391
"Escanaba Mill","Billerud Escanaba LLC","Escanaba","Michigan","biomass",100,-87.0891,45.8044
"El Segundo Cogen","Chevron USA Inc-El Segundo","El Segundo","California","natural gas",171.6,-118.4031,33.9058
"Lower Saranac Hydroelectric Facility","Central Rivers Power US, LLC","Plattsburgh","New York","hydroelectric",6.3,-73.5075,44.6694
"Snowbird Power Plant","Snowbird Corporation","Snowbird","Utah","natural gas",5.5,-111.653903,40.58337
"Alabama River Pulp","Alabama River Cellulose LLC","Perdue Hill","Alabama","biomass",43.5,-87.4889,31.5825
"Warrensburg Hydroelectric","Boralex Hydro Operations Inc","Warrensburg","New York","hydroelectric",2.9,-73.7986,43.4833
"Middle Falls Hydro","Boralex Hydro Operations Inc","Middle Falls","New York","hydroelectric",2.2,-73.525271,43.098711
"Sissonville Hydro","Boralex Hydro Operations Inc","Potsdam","New York","hydroelectric",3,-75.002868,44.685589
"New York State Dam Hydro","Boralex Hydro Operations Inc","Waterford","New York","hydroelectric",11.4,-73.696096,42.781779
"Tulare Success Power Project","Lower Tule River Irrgtn Dist","Porterville","California","hydroelectric",1.4,-118.924097,36.058635
"Merck Rahway Power Plant","Merck & Co Inc","Rahway","New Jersey","natural gas",21.3,-74.26529,40.615616
"Leaf River Cellulose LLC","Leaf River Cellulose LLC","New Augusta","Mississippi","biomass",52.2,-89.0456,31.2434
"Biron Mill","ND Paper, Inc.","Wisconsin Rapids","Wisconsin","coal",55.3,-89.78,44.43
"Diana Hydroelectric","EONY Generation Limited","Harrisville","New York","hydroelectric",1.7,-75.321725,44.151944
"Dolgeville Hydro","EONY Generation Limited","Dolgeville","New York","hydroelectric",5.2,-74.766961,43.090635
"Ticona Polymers Inc","Ticona Polymers Inc","Bishop","Texas","natural gas",32.5,-97.8228,27.5697
"Pixelle Specialty Solutions LLC - Chilli","Pixelle Specialty Solution, LLC","Chillicothe","Ohio","biomass",32.5,-82.974039,39.324611
"ArcelorMittal Burns Harbor","Cleveland-Cliffs Burns Harbor LLC","Burns Harbor","Indiana","other",174.7,-87.1387,41.635
"Domtar Kingsport Mill","Domtar Paper Co LLC Kingsport Mill","Kingsport","Tennessee","natural gas",46.5,-82.5667,36.5489
"Haypress","EIF Haypress LLC","Sierra City","California","hydroelectric",10,-120.581684,39.565677
"West Enfield Hydro","Brookfield Black Bear Hydro, LLC","West Enfield","Maine","hydroelectric",9.5,-68.6483,45.2497
"Haw River Hydro","Haw River Hydro Co","Saxapahaw","North Carolina","hydroelectric",1.5,-79.3244,35.9483
"Enterprise Products Operating","Enterprise Products Optg LP","Mont Belvieu","Texas","natural gas",18,-94.9197,29.8247
"California Institute of Technology","California Institute-Technology","Pasadena","California","natural gas",11.1,-118.1256,34.138467
"Florida's Natural Growers","Citrus World Inc","Lake Wales","Florida","natural gas",7.9,-81.6006,27.9114
"Clement Dam Hydro LLC","Eagle Creek Renewable Energy, LLC","Tilton","New Hampshire","hydroelectric",2.3,-71.595975,43.440538
"Kansas River Project","Bowersock Mills & Power Co","Lawrence","Kansas","hydroelectric",7,-95.235078,38.974022
"Central Plant","Bob Jones University","Greenville","South Carolina","petroleum",4.1,-82.366035,34.871811
"Big Creek Water Works","Big Creek Water Works Ltd","Hyampom","California","hydroelectric",4.8,-123.498008,40.646733
"Townsend Hydro","Beaver Falls Municipal Auth","New Brighton","Pennsylvania","hydroelectric",4.2,-80.314795,40.733545
"Cornell Hydro","Cornell Hydro","Ithaca","New York","hydroelectric",1.6,-76.485092,42.451922
"Beowawe","Ormat Nevada Inc","Beowawe","Nevada","geothermal",25.8,-116.6175,40.5547
"Big Valley Power LLC","Big Valley Power (BVP) LLC","Bieber","California","biomass",8.7,-121.137222,41.1325
"Bridgewater Power LP","Bridgewater Power Co LP","Bridgewater","New Hampshire","biomass",16,-71.6585,43.7155
"King City Power Plant","Calpine King City Cogen LLC","King City","California","natural gas",115,-121.1278,36.225
"South Forks Hydro","South Forks Joint Venture","Hansen","Idaho","hydroelectric",8,-114.3102,42.4937
"Bayou Cogen Plant","Air Liquide Large Industries U S LP","Pasadena","Texas","natural gas",300,-95.0458,29.6225
"Desert View Power","Desert View Power Inc","Mecca","California","biomass",47,-116.0873,33.586
"Louisiana Sugar Refining","Louisiana Sugar Refining LLC","Gramercy","Louisiana","natural gas",5.3,-90.6839,30.0497
"Juniata Locomotive Shop","Norfork Southern Corp","Altoona","Pennsylvania","natural gas",1.5,-78.384125,40.533299
"Dutchess Cnty Resource Recovery Facility","Dutchess County RRA","Poughkeepsie","New York","biomass",7.2,-73.943,41.647
"Bellingham Cogeneration Facility","Northeast Energy Associates LP","Bellingham","Massachusetts","natural gas",264,-71.4833,42.0925
"Sayreville Cogeneration Facility","Sayreville Power Generation LP","Sayreville","New Jersey","natural gas",292,-74.3444,40.439
"Geismar","BASF Corporation","Geismar","Louisiana","natural gas",80.1,-91,30.2
"Copper Dam Plant","Farmer's Irrigation District","Hood River","Oregon","hydroelectric",1,-121.523761,45.66523
"Peters Drive Plant","Farmer's Irrigation District","Hood River","Oregon","hydroelectric",0.3,-121.548455,45.66764
"Mink Creek Hydro","Mink Creek Hydro Entity","Preston","Idaho","hydroelectric",2,-111.665589,42.260844
"T B Simon Power Plant","Michigan State University","East Lansing","Michigan","natural gas",125.6,-84.4836,42.7178
"H Power","Covanta Honolulu Resource Recovery","Kapolei","Hawaii","biomass",88.7,-158.098615,21.300036
"Southside Water Reclamation Plant","Albuquerque City of","Albuquerque","New Mexico","natural gas",6.4,-106.669722,35.016111
"Marathon Bay Area Cogen","Tesoro Marketing & Refining Co. LLC (Martinez)","Martinez","California","natural gas",103.5,-122.0589,38.0244
"Foster Wheeler Mt Carmel Cogen","Mount Carmel Cogen Inc","Marion Heights","Pennsylvania","coal",43,-76.452951,40.811189
"Greenleaf 2 Power Plant","Greenleaf Energy LLC","Yuba City","California","natural gas",49.5,-121.6397,39.1365
"Greenleaf 1","Calpine Greenleaf Holding, Inc.","Yuba City","California","natural gas",60,-121.696072,39.052922
"ReEnergy Livermore Falls","ReEnergy Livermore Falls","Livermore Falls","Maine","biomass",38,-70.1619,44.431667
"Consumer Operations LLC","Georgia-Pacific Consumer Oper. Green Bay LLC","Green Bay","Wisconsin","natural gas",41,-88.0303,44.4936
"Savannah River Mill","Georgia-Pacific Consr Prods LP-Savannah","Rincon","Georgia","petroleum",126.6,-81.201496,32.331274
"Georgia-Pacific Muskogee","Georgia-Pacific Muskogee LLC","Muskogee","Oklahoma","natural gas",67.5,-95.2939,35.7322
"Lumberton","NC Renewable Power - Lumberton LLC","Lumberton","North Carolina","biomass",34.7,-78.9968,34.59
"Sycamore Energy LLC","Sycamore Energy LLC","Santee","California","biomass",5.2,-117.028847,32.857709
"Indiana Harbor West","Cleveland Cliffs","East Chicago","Indiana","natural gas",68,-87.452325,41.663765
"Cleveland Works","Cleveland Cliffs","Cleveland","Ohio","other",99.3,-81.6728,41.4739
"Kingsburg Cogen","KES Kingsburg LP","Kingsburg","California","natural gas",33.8,-119.5794,36.5397
"Clark University","Clark University","Worcester","Massachusetts","natural gas",2,-71.8226,42.2508
"Kalaheo Hydro","BBCP Kauai Operating LLC","Kalaheo","Hawaii","hydroelectric",2,-159.528581,21.936075
"Wainiha Hydro","BBCP Kauai Operating LLC","Hanalei","Hawaii","hydroelectric",3.4,-159.556142,22.196292
"Pensacola Florida Plant","Ascend Performance Materials LLC","Cantonment","Florida","natural gas",98,-87.2525,30.5958
"Indian Orchard Plant 1","Solutia Inc-Indian","Springfield","Massachusetts","natural gas",3.2,-72.524153,42.156898
"Ascend Performance Materials Texas Inc.","Ascend Performance Materials","Alvin","Texas","natural gas",47.7,-95.2103,29.2558
"Dillon Hydro Plant","Denver City & County of","Summit","Colorado","hydroelectric",1.8,-106.0662,39.6208
"Williams Fork Hydro Plant","Denver City & County of","Parshall","Colorado","hydroelectric",3.5,-106.2053,40.035
"North Fork Hydro Plant","Denver City & County of","Grant","Colorado","hydroelectric",5.5,-105.677,39.4616
"Gross Hydro Plant","Denver City & County of","Boulder","Colorado","hydroelectric",8,-105.3565,39.9456
"USG Paper, LLC - Orange Mill","USG Paper LLC","Orange","Texas","biomass",33.2,-93.7422,30.2178
"Inland Paperboard Packaging Rome","Inland Paperboard - Rome Mill","Rome","Georgia","biomass",61,-85.3275,34.2528
"New-Indy Ontario Mill","New-Indy Ontario LLC","Ontario","California","natural gas",29.4,-117.540193,34.045361
"Anheuser-Busch St Louis","Anheuser-Busch Inc","St. Louis","Missouri","natural gas",26.1,-90.210671,38.597755
"Anheuser-Busch Jacksonville","Anheuser-Busch Inc","Jacksonville","Florida","natural gas",8.7,-81.645351,30.43424
"Mosaic New Wales Operations","Mosaic Fertilizer LLC","Mulberry","Florida","other",112,-82.051937,27.833642
"Camden Resource Recovery Facility","Covanta Camden Energy Recovery Center","Camden","New Jersey","biomass",33,-75.1169,39.9092
"ExxonMobil Baytown Refinery","Exxon Mobil Refining and Supply Co.","Baytown","Texas","natural gas",141.5,-94.997277,29.753517
"Sunray 2","Sunray Energy 2, LLC","Daggett","California","solar",20,-116.827627,34.863356
"Sunray 3","Sunray Energy 3 LLC","Daggett","California","solar",13.8,-116.827627,34.863356
"Lockhart Solar PV, LLC","Terra-Gen Operating Co-Solar","Hinkley","California","solar",85,-117.3563,35.0308
"LAC Courte Oreilles Hydroelect","Renewable World Energies LLC","Winter","Wisconsin","hydroelectric",3.2,-91.076944,45.888333
"Muck Valley Hydroelectric","Brookfield Renewable Trading and Marketing LP",NA,"California","hydroelectric",29.9,-121.255833,40.976389
"Fourth Branch Hydroelectric Facility","Albany Engineering Corporation","Waterford","New York","hydroelectric",3.3,-73.691676,42.787575
"Puente Hills Energy Recovery","Los Angeles County Sanitation","Whittier","California","biomass",45,-118.0241,34.0233
"Expander Turbine","Cleveland Cliffs","East Chicago","Indiana","other",18.8,-87.4233,41.6836
"Mammoth G3","Ormat Nevada Inc","Mammoth Lakes","California","geothermal",9.9,-118.9096,37.6455
"Mammoth G1","Ormat Nevada Inc","Mammoth lakes","California","geothermal",6.6,-118.9143,37.6451
"Mammoth G2","Ormat Nevada Inc","Mammoth Lakes","California","geothermal",9.9,-118.9092,37.6464
"Boise Cascade International Falls","Boise White Paper LLC","International Falls","Minnesota","biomass",40,-93.4066,48.6067
"International Falls Power","Boise White Paper LLC","International Falls","Minnesota","hydroelectric",14.2,-93.404313,48.608054
"DeRidder Mill","Packaging Corporation of America","DeRidder","Louisiana","biomass",61.5,-93.3756,30.8606
"Upper Beaver Falls Project","Eagle Creek Renewable Energy, LLC","Beaver Falls","New York","hydroelectric",1.5,-75.428056,43.883611
"Rumford Falls Hydro Facility","Brookfield Power New England","Rumford","Maine","hydroelectric",52.5,-70.6283,44.5486
"Sheldon Springs Hydroelectric","Central Rivers Power US, LLC","Sheldon Springs","Vermont","hydroelectric",24,-72.9736,44.9108
"Rumford Cogeneration","ND Paper, Inc.","Rumford","Maine","biomass",85,-70.5414,44.5513
"Kern River Cogeneration","Kern River Cogeneration Co","Bakersfield","California","natural gas",288,-118.9849,35.4515
"Mid-Set Cogeneration","Mid Set Cogeneration Co","Fellows","California","natural gas",36,-119.57097,35.19456
"Wheelabrator Hudson Falls","Wheelabrator Environmental Systems","Hudson Falls","New York","biomass",11.5,-73.591447,43.3056
"Amalgamated Sugar Twin Falls","The Amalgamated Sugar Co","Twin Falls","Idaho","natural gas",8.5,-114.4328,42.5328
